SA2_MAINCODE_2016	SA2_NAME_2016	PHN_CODE_2017	PHN_NAME_2017	RATIO	PERCENTAGE
210041241	Sunbury - South	PHN201	North Western Melbourne	1	100
210051242	Broadmeadows	PHN201	North Western Melbourne	1	100
210051243	Campbellfield - Coolaroo	PHN201	North Western Melbourne	1	100
210051245	Gladstone Park - Westmeadows	PHN201	North Western Melbourne	1	100
210051246	Greenvale - Bulla	PHN201	North Western Melbourne	1	100
210051247	Meadow Heights	PHN201	North Western Melbourne	1	100
210051248	Melbourne Airport	PHN201	North Western Melbourne	1	100
210051249	Roxburgh Park - Somerton	PHN201	North Western Melbourne	1	100
210051250	Tullamarine	PHN201	North Western Melbourne	1	100
210051441	Craigieburn - Central	PHN201	North Western Melbourne	1	100
210051442	Craigieburn - North	PHN201	North Western Melbourne	1	100
210051443	Craigieburn - South	PHN201	North Western Melbourne	1	100
210051444	Craigieburn - West	PHN201	North Western Melbourne	1	100
210051445	Mickleham - Yuroke	PHN201	North Western Melbourne	1	100
211011251	Bayswater	PHN202	Eastern Melbourne	1	100
211011254	Knoxfield - Scoresby	PHN202	Eastern Melbourne	1	100
211011255	Lysterfield	PHN202	Eastern Melbourne	1	100
211011256	Rowville - Central	PHN202	Eastern Melbourne	1	100
211011257	Rowville - North	PHN202	Eastern Melbourne	1	100
211011258	Rowville - South	PHN202	Eastern Melbourne	1	100
211011259	Wantirna	PHN202	Eastern Melbourne	1	100
211011260	Wantirna South	PHN202	Eastern Melbourne	1	100
211011446	Boronia	PHN202	Eastern Melbourne	1	100
211011447	Ferntree Gully (North)	PHN202	Eastern Melbourne	1	100
211011448	Ferntree Gully (South) - Upper Ferntree Gully	PHN202	Eastern Melbourne	1	100
211011449	The Basin	PHN202	Eastern Melbourne	1	100
211021261	Donvale - Park Orchards	PHN202	Eastern Melbourne	1	100
211021262	Warrandyte - Wonga Park	PHN202	Eastern Melbourne	1	100
211031263	Bayswater North	PHN202	Eastern Melbourne	1	100
211031265	Croydon Hills - Warranwood	PHN202	Eastern Melbourne	1	100
211031266	Ringwood	PHN202	Eastern Melbourne	1	100
211031267	Ringwood East	PHN202	Eastern Melbourne	1	100
211031268	Ringwood North	PHN202	Eastern Melbourne	1	100
211031450	Croydon - East	PHN202	Eastern Melbourne	1	100
211031451	Croydon - West	PHN202	Eastern Melbourne	1	100
211031452	Croydon South	PHN202	Eastern Melbourne	1	100
211041269	Forest Hill	PHN202	Eastern Melbourne	1	100
211041270	Mitcham (Vic.)	PHN202	Eastern Melbourne	1	100
211041271	Nunawading	PHN202	Eastern Melbourne	1	100
211041272	Vermont	PHN202	Eastern Melbourne	1	100
211041273	Vermont South	PHN202	Eastern Melbourne	1	100
211051274	Belgrave - Selby	PHN202	Eastern Melbourne	1	100
211051275	Chirnside Park	PHN202	Eastern Melbourne	1	100
211051276	Healesville - Yarra Glen	PHN202	Eastern Melbourne	1	100
211051277	Kilsyth	PHN202	Eastern Melbourne	1	100
211051278	Lilydale - Coldstream	PHN202	Eastern Melbourne	1	100
211051279	Monbulk - Silvan	PHN202	Eastern Melbourne	1	100
211051280	Montrose	PHN202	Eastern Melbourne	1	100
211051281	Mooroolbark	PHN202	Eastern Melbourne	1	100
211051282	Mount Dandenong - Olinda	PHN202	Eastern Melbourne	1	100
211051283	Mount Evelyn	PHN202	Eastern Melbourne	1	100
211051284	Upwey - Tecoma	PHN202	Eastern Melbourne	1	100
211051285	Wandin - Seville	PHN202	Eastern Melbourne	1	100
211051286	Yarra Valley	PHN202	Eastern Melbourne	1	100
212011287	Beaconsfield - Officer	PHN203	South Eastern Melbourne	1	100
212011288	Bunyip - Garfield	PHN203	South Eastern Melbourne	1	100
212011289	Emerald - Cockatoo	PHN203	South Eastern Melbourne	1	100
212011290	Koo Wee Rup	PHN203	South Eastern Melbourne	1	100
212011291	Pakenham - North	PHN203	South Eastern Melbourne	1	100
212011292	Pakenham - South	PHN203	South Eastern Melbourne	1	100
212021293	Berwick - North	PHN203	South Eastern Melbourne	1	100
212021294	Berwick - South	PHN203	South Eastern Melbourne	1	100
212021295	Doveton	PHN203	South Eastern Melbourne	1	100
212021297	Hallam	PHN203	South Eastern Melbourne	1	100
212021299	Narre Warren North	PHN203	South Eastern Melbourne	1	100
212021453	Endeavour Hills - North	PHN203	South Eastern Melbourne	1	100
212021454	Endeavour Hills - South	PHN203	South Eastern Melbourne	1	100
212021455	Narre Warren - North East	PHN203	South Eastern Melbourne	1	100
212021456	Narre Warren - South West	PHN203	South Eastern Melbourne	1	100
212031300	Cranbourne	PHN203	South Eastern Melbourne	1	100
212031301	Cranbourne East	PHN203	South Eastern Melbourne	1	100
212031302	Cranbourne North	PHN203	South Eastern Melbourne	1	100
212031303	Cranbourne South	PHN203	South Eastern Melbourne	1	100
212031304	Cranbourne West	PHN203	South Eastern Melbourne	1	100
212031305	Hampton Park - Lynbrook	PHN203	South Eastern Melbourne	1	100
212031306	Lynbrook - Lyndhurst	PHN203	South Eastern Melbourne	1	100
212031308	Pearcedale - Tooradin	PHN203	South Eastern Melbourne	1	100
212031457	Narre Warren South (East)	PHN203	South Eastern Melbourne	1	100
212031458	Narre Warren South (West)	PHN203	South Eastern Melbourne	1	100
212041309	Clarinda - Oakleigh South	PHN203	South Eastern Melbourne	1	100
212041310	Clayton South	PHN203	South Eastern Melbourne	1	100
212041311	Dandenong	PHN203	South Eastern Melbourne	1	100
212041312	Dandenong North	PHN203	South Eastern Melbourne	1	100
212041313	Dingley Village	PHN203	South Eastern Melbourne	1	100
212041314	Keysborough	PHN203	South Eastern Melbourne	1	100
212041316	Noble Park North	PHN203	South Eastern Melbourne	1	100
212041317	Springvale	PHN203	South Eastern Melbourne	1	100
212041318	Springvale South	PHN203	South Eastern Melbourne	1	100
212041459	Noble Park - East	PHN203	South Eastern Melbourne	1	100
212041460	Noble Park - West	PHN203	South Eastern Melbourne	1	100
212051319	Ashwood - Chadstone	PHN202	Eastern Melbourne	1	100
212051320	Clayton	PHN202	Eastern Melbourne	1	100
212051321	Glen Waverley - East	PHN202	Eastern Melbourne	1	100
212051322	Glen Waverley - West	PHN202	Eastern Melbourne	1	100
212051323	Mount Waverley - North	PHN202	Eastern Melbourne	1	100
212051324	Mount Waverley - South	PHN202	Eastern Melbourne	1	100
212051325	Mulgrave	PHN202	Eastern Melbourne	1	100
212051326	Oakleigh - Huntingdale	PHN202	Eastern Melbourne	1	100
212051327	Wheelers Hill	PHN202	Eastern Melbourne	1	100
213011328	Ardeer - Albion	PHN201	North Western Melbourne	1	100
213011329	Cairnlea	PHN201	North Western Melbourne	1	100
213011330	Deer Park - Derrimut	PHN201	North Western Melbourne	1	100
213011331	Delahey	PHN201	North Western Melbourne	1	100
213011332	Keilor Downs	PHN201	North Western Melbourne	1	100
213011333	Kings Park (Vic.)	PHN201	North Western Melbourne	1	100
213011334	St Albans - North	PHN201	North Western Melbourne	1	100
213011335	St Albans - South	PHN201	North Western Melbourne	1	100
213011336	Sunshine	PHN201	North Western Melbourne	1	100
213011337	Sunshine North	PHN201	North Western Melbourne	1	100
213011338	Sunshine West	PHN201	North Western Melbourne	1	100
213011339	Sydenham	PHN201	North Western Melbourne	1	100
213011340	Taylors Lakes	PHN201	North Western Melbourne	1	100
213021341	Altona	PHN201	North Western Melbourne	1	100
213021342	Altona Meadows	PHN201	North Western Melbourne	1	100
213021343	Altona North	PHN201	North Western Melbourne	1	100
213021344	Newport	PHN201	North Western Melbourne	1	100
213021345	Seabrook	PHN201	North Western Melbourne	1	100
213021346	Williamstown	PHN201	North Western Melbourne	1	100
213031347	Braybrook	PHN201	North Western Melbourne	1	100
213031348	Footscray	PHN201	North Western Melbourne	1	100
213031349	Maribyrnong	PHN201	North Western Melbourne	1	100
213031350	Seddon - Kingsville	PHN201	North Western Melbourne	1	100
213031351	West Footscray - Tottenham	PHN201	North Western Melbourne	1	100
213031352	Yarraville	PHN201	North Western Melbourne	1	100
213041353	Bacchus Marsh	PHN201	North Western Melbourne	1	100
213041355	Hillside	PHN201	North Western Melbourne	1	100
213041356	Melton	PHN201	North Western Melbourne	1	100
213041357	Melton South	PHN201	North Western Melbourne	1	100
213041358	Melton West	PHN201	North Western Melbourne	1	100
213041359	Rockbank - Mount Cottrell	PHN201	North Western Melbourne	1	100
213041360	Taylors Hill	PHN201	North Western Melbourne	1	100
213041461	Burnside	PHN201	North Western Melbourne	1	100
213041462	Burnside Heights	PHN201	North Western Melbourne	1	100
213041463	Caroline Springs	PHN201	North Western Melbourne	1	100
213051361	Hoppers Crossing - North	PHN201	North Western Melbourne	1	100
213051362	Hoppers Crossing - South	PHN201	North Western Melbourne	1	100
213051363	Laverton	PHN201	North Western Melbourne	1	100
213051365	Tarneit	PHN201	North Western Melbourne	1	100
213051366	Truganina	PHN201	North Western Melbourne	1	100
213051368	Werribee - South	PHN201	North Western Melbourne	1	100
213051369	Wyndham Vale	PHN201	North Western Melbourne	1	100
213051464	Point Cook - East	PHN201	North Western Melbourne	1	100
213051465	Point Cook - North	PHN201	North Western Melbourne	1	100
213051466	Point Cook - South	PHN201	North Western Melbourne	1	100
213051467	Werribee - East	PHN201	North Western Melbourne	1	100
213051468	Werribee - West	PHN201	North Western Melbourne	1	100
214011370	Carrum Downs	PHN203	South Eastern Melbourne	1	100
214011371	Frankston	PHN203	South Eastern Melbourne	1	100
214011372	Frankston North	PHN203	South Eastern Melbourne	1	100
214011373	Frankston South	PHN203	South Eastern Melbourne	1	100
214011374	Langwarrin	PHN203	South Eastern Melbourne	1	100
214011375	Seaford (Vic.)	PHN203	South Eastern Melbourne	1	100
214011376	Skye - Sandhurst	PHN203	South Eastern Melbourne	1	100
214021377	Dromana	PHN203	South Eastern Melbourne	1	100
214021378	Flinders	PHN203	South Eastern Melbourne	1	100
214021379	Hastings - Somers	PHN203	South Eastern Melbourne	1	100
214021380	Mornington	PHN203	South Eastern Melbourne	1	100
214021381	Mount Eliza	PHN203	South Eastern Melbourne	1	100
214021382	Mount Martha	PHN203	South Eastern Melbourne	1	100
214021383	Point Nepean	PHN203	South Eastern Melbourne	1	100
214021384	Rosebud - McCrae	PHN203	South Eastern Melbourne	1	100
214021385	Somerville	PHN203	South Eastern Melbourne	1	100
215011386	Ararat	PHN206	Western Victoria	1	100
215011387	Ararat Region	PHN206	Western Victoria	1	100
215011388	Horsham	PHN206	Western Victoria	1	100
215011389	Horsham Region	PHN206	Western Victoria	1	100
215011390	Nhill Region	PHN206	Western Victoria	1	100
215011391	St Arnaud	PHN206	Western Victoria	1	100
215011392	Stawell	PHN206	Western Victoria	1	100
215011393	West Wimmera	PHN206	Western Victoria	1	100
215011394	Yarriambiack	PHN206	Western Victoria	1	100
215021395	Irymple	PHN205	Murray	1	100
215021396	Merbein	PHN205	Murray	1	100
215021398	Mildura Region	PHN205	Murray	1	100
215021399	Red Cliffs	PHN205	Murray	1	100
215021469	Mildura - North	PHN205	Murray	1	100
215021470	Mildura - South	PHN205	Murray	1	100
215031400	Buloke	PHN205	Murray	1	100
215031401	Gannawarra	PHN205	Murray	1	100
215031402	Kerang	PHN205	Murray	1	100
215031403	Robinvale	PHN205	Murray	1	100
215031404	Swan Hill	PHN205	Murray	1	100
215031405	Swan Hill Region	PHN205	Murray	1	100
216011406	Echuca	PHN205	Murray	1	100
216011407	Kyabram	PHN205	Murray	1	100
216011408	Lockington - Gunbower	PHN205	Murray	1	100
216011409	Rochester	PHN205	Murray	1	100
216011410	Rushworth	PHN205	Murray	1	100
216021411	Cobram	PHN205	Murray	1	100
216021412	Moira	PHN205	Murray	1	100
216021413	Numurkah	PHN205	Murray	1	100
216021414	Yarrawonga	PHN205	Murray	1	100
216031415	Mooroopna	PHN205	Murray	1	100
216031416	Shepparton - North	PHN205	Murray	1	100
216031417	Shepparton - South	PHN205	Murray	1	100
216031418	Shepparton Region - East	PHN205	Murray	1	100
216031419	Shepparton Region - West	PHN205	Murray	1	100
217011420	Glenelg (Vic.)	PHN206	Western Victoria	1	100
217011421	Hamilton (Vic.)	PHN206	Western Victoria	1	100
217011422	Portland	PHN206	Western Victoria	1	100
217011423	Southern Grampians	PHN206	Western Victoria	1	100
217031471	Camperdown	PHN206	Western Victoria	1	100
217031472	Colac	PHN206	Western Victoria	1	100
217031473	Colac Region	PHN206	Western Victoria	1	100
217031474	Corangamite - North	PHN206	Western Victoria	1	100
217031475	Corangamite - South	PHN206	Western Victoria	1	100
217031476	Otway	PHN206	Western Victoria	1	100
217041477	Moyne - East	PHN206	Western Victoria	1	100
217041478	Moyne - West	PHN206	Western Victoria	1	100
217041479	Warrnambool - North	PHN206	Western Victoria	1	100
217041480	Warrnambool - South	PHN206	Western Victoria	1	100
301011001	Alexandra Hills	PHN302	Brisbane South	1	100
301011002	Belmont - Gumdale	PHN302	Brisbane South	1	100
301011003	Birkdale	PHN302	Brisbane South	1	100
301011004	Capalaba	PHN302	Brisbane South	1	100
301011005	Thorneside	PHN302	Brisbane South	1	100
301011006	Wellington Point	PHN302	Brisbane South	1	100
301021007	Cleveland	PHN302	Brisbane South	1	100
301021008	Ormiston	PHN302	Brisbane South	1	100
301021009	Redland Bay	PHN302	Brisbane South	1	100
301021011	Sheldon - Mount Cotton	PHN302	Brisbane South	1	100
301021012	Thornlands	PHN302	Brisbane South	1	100
301021013	Victoria Point	PHN302	Brisbane South	1	100
301021527	Redland Islands	PHN302	Brisbane South	1	100
301031014	Brisbane Port - Lytton	PHN302	Brisbane South	1	100
301031015	Manly - Lota	PHN302	Brisbane South	1	100
301031016	Manly West	PHN302	Brisbane South	1	100
301031017	Murarrie	PHN302	Brisbane South	1	100
301031018	Tingalpa	PHN302	Brisbane South	1	100
301031019	Wakerley	PHN302	Brisbane South	1	100
301031020	Wynnum	PHN302	Brisbane South	1	100
301031021	Wynnum West - Hemmant	PHN302	Brisbane South	1	100
302011022	Bald Hills	PHN301	Brisbane North	1	100
302011023	Bridgeman Downs	PHN301	Brisbane North	1	100
302011024	Carseldine	PHN301	Brisbane North	1	100
302011025	Everton Park	PHN301	Brisbane North	1	100
302011026	McDowall	PHN301	Brisbane North	1	100
302021027	Aspley	PHN301	Brisbane North	1	100
302021028	Chermside	PHN301	Brisbane North	1	100
302021029	Chermside West	PHN301	Brisbane North	1	100
302021030	Geebung	PHN301	Brisbane North	1	100
302021031	Kedron - Gordon Park	PHN301	Brisbane North	1	100
302021032	Stafford	PHN301	Brisbane North	1	100
302021033	Stafford Heights	PHN301	Brisbane North	1	100
302021034	Wavell Heights	PHN301	Brisbane North	1	100
302031035	Boondall	PHN301	Brisbane North	1	100
302031036	Brisbane Airport	PHN301	Brisbane North	1	100
302031037	Eagle Farm - Pinkenba	PHN301	Brisbane North	1	100
302031038	Northgate - Virginia	PHN301	Brisbane North	1	100
302031039	Nudgee - Banyo	PHN301	Brisbane North	1	100
302031040	Nundah	PHN301	Brisbane North	1	100
302041041	Bracken Ridge	PHN301	Brisbane North	1	100
302041042	Brighton (Qld)	PHN301	Brisbane North	1	100
302041043	Deagon	PHN301	Brisbane North	1	100
302041044	Sandgate - Shorncliffe	PHN301	Brisbane North	1	100
302041045	Taigum - Fitzgibbon	PHN301	Brisbane North	1	100
302041046	Zillmere	PHN301	Brisbane North	1	100
303011047	Camp Hill	PHN302	Brisbane South	1	100
303011048	Cannon Hill	PHN302	Brisbane South	1	100
303011049	Carina	PHN302	Brisbane South	1	100
303011050	Carina Heights	PHN302	Brisbane South	1	100
303011051	Carindale	PHN302	Brisbane South	1	100
303021052	Annerley	PHN302	Brisbane South	1	100
303021053	Coorparoo	PHN302	Brisbane South	1	100
303021054	Fairfield - Dutton Park	PHN302	Brisbane South	1	100
303021055	Greenslopes	PHN302	Brisbane South	1	100
303021056	Holland Park	PHN302	Brisbane South	1	100
303021057	Holland Park West	PHN302	Brisbane South	1	100
303021058	Woolloongabba	PHN302	Brisbane South	1	100
303021059	Yeronga	PHN302	Brisbane South	1	100
303031060	Eight Mile Plains	PHN302	Brisbane South	1	100
303031061	Macgregor (Qld)	PHN302	Brisbane South	1	100
303031062	Mansfield (Qld)	PHN302	Brisbane South	1	100
303031063	Mount Gravatt	PHN302	Brisbane South	1	100
303031064	Rochedale - Burbank	PHN302	Brisbane South	1	100
303031065	Upper Mount Gravatt	PHN302	Brisbane South	1	100
303031066	Wishart	PHN302	Brisbane South	1	100
303041067	Coopers Plains	PHN302	Brisbane South	1	100
303041068	Moorooka	PHN302	Brisbane South	1	100
303041069	Robertson	PHN302	Brisbane South	1	100
303041070	Salisbury - Nathan	PHN302	Brisbane South	1	100
303041071	Tarragindi	PHN302	Brisbane South	1	100
303051072	Algester	PHN302	Brisbane South	1	100
303051073	Calamvale - Stretton	PHN302	Brisbane South	1	100
303051074	Pallara - Willawong	PHN302	Brisbane South	1	100
303051075	Parkinson - Drewvale	PHN302	Brisbane South	1	100
303051076	Rocklea - Acacia Ridge	PHN302	Brisbane South	1	100
303061077	Kuraby	PHN302	Brisbane South	1	100
303061078	Runcorn	PHN302	Brisbane South	1	100
303061079	Sunnybank	PHN302	Brisbane South	1	100
303061080	Sunnybank Hills	PHN302	Brisbane South	1	100
304011081	Jindalee - Mount Ommaney	PHN302	Brisbane South	1	100
304011082	Middle Park - Jamboree Heights	PHN302	Brisbane South	1	100
304011083	Riverhills	PHN302	Brisbane South	1	100
304011084	Seventeen Mile Rocks - Sinnamon Park	PHN302	Brisbane South	1	100
304011085	Westlake	PHN302	Brisbane South	1	100
304021086	Bellbowrie - Moggill	PHN301	Brisbane North	1	100
304021087	Brookfield - Kenmore Hills	PHN301	Brisbane North	1	100
304021088	Chapel Hill	PHN301	Brisbane North	1	100
304021089	Fig Tree Pocket	PHN301	Brisbane North	1	100
304021090	Kenmore	PHN301	Brisbane North	1	100
304021091	Pinjarra Hills - Pullenvale	PHN301	Brisbane North	1	100
304031092	Chelmer - Graceville	PHN302	Brisbane South	1	100
304031093	Corinda	PHN302	Brisbane South	1	100
304031094	Indooroopilly	PHN301	Brisbane North	1	100
304031095	Sherwood	PHN302	Brisbane South	1	100
304031096	St Lucia	PHN301	Brisbane North	1	100
304031097	Taringa	PHN301	Brisbane North	1	100
304041098	Enoggera	PHN301	Brisbane North	1	100
304041099	Enoggera Reservoir	PHN301	Brisbane North	1	100
304041100	Keperra	PHN301	Brisbane North	1	100
304041101	Mitchelton	PHN301	Brisbane North	1	100
304041102	Mount Coot-tha	PHN301	Brisbane North	1	100
304041103	The Gap	PHN301	Brisbane North	1	100
304041104	Upper Kedron - Ferny Grove	PHN301	Brisbane North	1	100
305011105	Brisbane City	PHN301	Brisbane North	1	100
305011106	Fortitude Valley	PHN301	Brisbane North	1	100
305011107	Highgate Hill	PHN302	Brisbane South	1	100
305011108	Kangaroo Point	PHN302	Brisbane South	1	100
305011109	New Farm	PHN301	Brisbane North	1	100
305011110	South Brisbane	PHN302	Brisbane South	1	100
305011111	Spring Hill	PHN301	Brisbane North	1	100
305011112	West End	PHN302	Brisbane South	1	100
305021113	Balmoral	PHN302	Brisbane South	1	100
305021114	Bulimba	PHN302	Brisbane South	1	100
305021115	East Brisbane	PHN302	Brisbane South	1	100
305021116	Hawthorne	PHN302	Brisbane South	1	100
305021117	Morningside - Seven Hills	PHN302	Brisbane South	1	100
305021118	Norman Park	PHN302	Brisbane South	1	100
305031119	Albion	PHN301	Brisbane North	1	100
305031120	Alderley	PHN301	Brisbane North	1	100
305031121	Ascot	PHN301	Brisbane North	1	100
305031122	Clayfield	PHN301	Brisbane North	1	100
305031123	Grange	PHN301	Brisbane North	1	100
305031124	Hamilton (Qld)	PHN301	Brisbane North	1	100
305031125	Hendra	PHN301	Brisbane North	1	100
305031126	Kelvin Grove - Herston	PHN301	Brisbane North	1	100
305031127	Newmarket	PHN301	Brisbane North	1	100
305031128	Newstead - Bowen Hills	PHN301	Brisbane North	1	100
305031129	Wilston	PHN301	Brisbane North	1	100
305031130	Windsor	PHN301	Brisbane North	1	100
305031131	Wooloowin - Lutwyche	PHN301	Brisbane North	1	100
305041132	Ashgrove	PHN301	Brisbane North	1	100
305041133	Auchenflower	PHN301	Brisbane North	1	100
305041134	Bardon	PHN301	Brisbane North	1	100
305041135	Paddington - Milton	PHN301	Brisbane North	1	100
305041136	Red Hill (Qld)	PHN301	Brisbane North	1	100
305041137	Toowong	PHN301	Brisbane North	1	100
306011138	Brinsmead	PHN307	Northern Queensland	1	100
306011139	Clifton Beach - Kewarra Beach	PHN307	Northern Queensland	1	100
306011140	Freshwater - Stratford	PHN307	Northern Queensland	1	100
306011141	Redlynch	PHN307	Northern Queensland	1	100
306011142	Trinity Beach - Smithfield	PHN307	Northern Queensland	1	100
306011143	Yorkeys Knob - Machans Beach	PHN307	Northern Queensland	1	100
306021144	Bentley Park	PHN307	Northern Queensland	1	100
306021145	Cairns City	PHN307	Northern Queensland	1	100
306021146	Earlville - Bayview Heights	PHN307	Northern Queensland	1	100
306021147	Edmonton	PHN307	Northern Queensland	1	100
306021148	Gordonvale - Trinity	PHN307	Northern Queensland	1	100
306021149	Kanimbla - Mooroobool	PHN307	Northern Queensland	1	100
306021150	Lamb Range	PHN307	Northern Queensland	1	100
306021151	Manoora	PHN307	Northern Queensland	1	100
306021152	Manunda	PHN307	Northern Queensland	1	100
306021153	Mount Sheridan	PHN307	Northern Queensland	1	100
306021154	Westcourt - Bungalow	PHN307	Northern Queensland	1	100
306021155	White Rock	PHN307	Northern Queensland	1	100
306021156	Whitfield - Edge Hill	PHN307	Northern Queensland	1	100
306021157	Woree	PHN307	Northern Queensland	1	100
306031158	Babinda	PHN307	Northern Queensland	1	100
306031159	Innisfail	PHN307	Northern Queensland	1	100
306031160	Johnstone	PHN307	Northern Queensland	1	100
306031161	Tully	PHN307	Northern Queensland	1	100
306031162	Wooroonooran	PHN307	Northern Queensland	1	100
306031163	Yarrabah	PHN307	Northern Queensland	1	100
306041164	Daintree	PHN307	Northern Queensland	1	100
306041165	Port Douglas	PHN307	Northern Queensland	1	100
306051166	Atherton	PHN307	Northern Queensland	1	100
306051167	Herberton	PHN307	Northern Queensland	1	100
306051168	Kuranda	PHN307	Northern Queensland	1	100
306051169	Malanda - Yungaburra	PHN307	Northern Queensland	1	100
306051170	Mareeba	PHN307	Northern Queensland	1	100
307011171	Balonne	PHN305	Western Queensland	1	100
307011172	Chinchilla	PHN304	Darling Downs and West Moreton	1	100
307011173	Goondiwindi	PHN304	Darling Downs and West Moreton	1	100
307011174	Inglewood - Waggamba	PHN304	Darling Downs and West Moreton	1	100
307011175	Miles - Wandoan	PHN304	Darling Downs and West Moreton	1	100
307011176	Roma	PHN305	Western Queensland	1	100
307011177	Roma Region	PHN305	Western Queensland	1	100
307011178	Tara	PHN304	Darling Downs and West Moreton	1	100
307021179	Crows Nest - Rosalie	PHN304	Darling Downs and West Moreton	1	100
307021180	Jondaryan	PHN304	Darling Downs and West Moreton	1	100
307021181	Millmerran	PHN304	Darling Downs and West Moreton	1	100
307021182	Pittsworth	PHN304	Darling Downs and West Moreton	1	100
307021183	Wambo	PHN304	Darling Downs and West Moreton	1	100
307031184	Clifton - Greenmount	PHN304	Darling Downs and West Moreton	1	100
307031185	Southern Downs - East	PHN304	Darling Downs and West Moreton	1	100
307031186	Southern Downs - West	PHN304	Darling Downs and West Moreton	1	100
307031187	Stanthorpe	PHN304	Darling Downs and West Moreton	1	100
307031188	Stanthorpe Region	PHN304	Darling Downs and West Moreton	1	100
307031189	Warwick	PHN304	Darling Downs and West Moreton	1	100
308011190	Central Highlands - East	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308011191	Central Highlands - West	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308011192	Emerald	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031205	Berserker	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031206	Bouldercombe	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031207	Emu Park	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031208	Frenchville - Mount Archer	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031209	Glenlee - Rockyview	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031210	Gracemere	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031211	Lakes Creek	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031212	Mount Morgan	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031213	Norman Gardens	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031214	Park Avenue	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031215	Parkhurst - Kawana	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031216	Rockhampton - West	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031217	Rockhampton City	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031218	Rockhampton Region - East	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031219	Rockhampton Region - North	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031220	Rockhampton Region - West	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031221	Shoalwater Bay	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031222	The Range - Allenstown	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308031223	Yeppoon	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308041528	Banana	PHN304	Darling Downs and West Moreton	0.1083559	10.8355852
308041528	Banana	PHN306	Central Queensland, Wide Bay, Sunshine Coast	0.8916441	89.1644148
308041529	Biloela	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051530	Agnes Water - Miriam Vale	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051531	Boyne Island - Tannum Sands	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051532	Callemondah	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051533	Clinton - New Auckland	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051534	Gladstone	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051535	Gladstone Hinterland	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051536	Kin Kora - Sun Valley	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051537	South Trees	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051538	Telina - Toolooa	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
308051539	West Gladstone	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
309011224	Broadbeach Waters	PHN303	Gold Coast	1	100
309011225	Burleigh Heads	PHN303	Gold Coast	1	100
309011226	Burleigh Waters	PHN303	Gold Coast	1	100
309011227	Mermaid Beach - Broadbeach	PHN303	Gold Coast	1	100
309011228	Mermaid Waters	PHN303	Gold Coast	1	100
309011229	Miami	PHN303	Gold Coast	1	100
309021230	Coolangatta	PHN303	Gold Coast	1	100
309021231	Currumbin - Tugun	PHN303	Gold Coast	1	100
309021232	Currumbin Waters	PHN303	Gold Coast	1	100
309021233	Elanora	PHN303	Gold Coast	1	100
309021234	Palm Beach	PHN303	Gold Coast	1	100
309031235	Arundel	PHN303	Gold Coast	1	100
309031236	Biggera Waters	PHN303	Gold Coast	1	100
309031237	Coombabah	PHN303	Gold Coast	1	100
309031238	Labrador	PHN303	Gold Coast	1	100
309031239	Paradise Point - Hollywell	PHN303	Gold Coast	1	100
309031240	Runaway Bay	PHN303	Gold Coast	1	100
309041241	Guanaba - Springbrook	PHN303	Gold Coast	1	100
309041242	Tamborine - Canungra	PHN302	Brisbane South	0.0079248	0.7924819
309041242	Tamborine - Canungra	PHN303	Gold Coast	0.9920752	99.2075181
